Mod:Item:MetaData, Localized Name
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
architect:sketch, Sketch
architect:blueprint, Blueprint
architect:provider_item, Item Provider
architect:provider_fluid, Fluid Provider
baubles:ring:0, Miner's Ring
bedrockores:bedrock_miner, Bedrock Miner
betterwithaddons:banner_detector:0, Banner Detector
betterwithaddons:world_scale:0, World Scale
betterwithaddons:world_scale_ore:0, World Scale Ore
betterwithaddons:world_scale_ore:1, Rough World Scale
betterwithaddons:world_scale_active:0, Engraved World Scale
betterwithaddons:elytra_magma:0, Magma Verus Block
betterwithaddons:extra_grass:0, tile.extra_grass.farm.name
betterwithaddons:extra_grass:1, tile.extra_grass.clay.name
betterwithaddons:extra_grass:2, tile.extra_grass.sand.name
betterwithaddons:extra_grass:3, tile.extra_grass.redsand.name
betterwithaddons:pcb_block:0, PCB
betterwithaddons:lattice:0, Iron Lattice
betterwithaddons:thorn_rose:0, Thorny Vine Seed
betterwithaddons:chute:0, Chute
betterwithaddons:aqueduct:0, Aqueduct
betterwithaddons:aqueduct:1, Aqueduct
betterwithaddons:aqueduct:2, Aqueduct
betterwithaddons:aqueduct:3, Aqueduct
betterwithaddons:aqueduct:4, Aqueduct
betterwithaddons:aqueduct:5, Aqueduct
betterwithaddons:aqueduct:6, Aqueduct
betterwithaddons:aqueduct:7, Aqueduct
betterwithaddons:aqueduct:8, Aqueduct
betterwithaddons:aqueduct:9, Aqueduct
betterwithaddons:aqueduct:10, Aqueduct
betterwithaddons:redstone_emitter:0, Redstone Emitter
betterwithaddons:block_matcher:0, Block Matcher
betterwithaddons:legendarium:0, Hall of Legends
betterwithaddons:weight_wood:0, Weight Sensor
betterwithaddons:weight_stone:0, Stone Weight Sensor
betterwithaddons:scaffold:0, Scaffold
betterwithaddons:spindle:0, Spindle
betterwithaddons:loom:0, Spinning Wheel
betterwithaddons:leaves_luretree:0, Alicio Leaves
betterwithaddons:sapling_luretree:0, Alicio Sapling
betterwithaddons:log_luretree:0, Alicio Wood
betterwithaddons:log_luretree_face:0, Alicio Wood Visage
betterwithaddons:leaves_mulberry:0, Mulberry Leaves
betterwithaddons:sapling_mulberry:0, Mulberry Sapling
betterwithaddons:log_mulberry:0, Mulberry Wood
betterwithaddons:planks_mulberry:0, Mulberry Wood Planks
betterwithaddons:leaves_sakura:0, Sakura Leaves
betterwithaddons:sapling_sakura:0, Sakura Sapling
betterwithaddons:log_sakura:0, Sakura Wood
betterwithaddons:planks_sakura:0, Sakura Wood Planks
betterwithaddons:ancestry_sand:0, Infused Soul Sand
betterwithaddons:ancestry_infuser:0, Ancestral Infuser
betterwithaddons:leafpile_sakura:0, Sakura Leafpile
betterwithaddons:crop_rush, Common Rush Seeds
betterwithaddons:crop_rice, Rice Seeds
betterwithaddons:bamboo:0, Bamboo
betterwithaddons:slat:0, Bamboo Slat Block
betterwithaddons:netted_screen:0, Netted Screen
betterwithaddons:iron_sand:0, Iron Sand
betterwithaddons:kera:0, Kera
betterwithaddons:tatara:0, Tatara
betterwithaddons:cherrybox:0, Cherrywood Soaking Unit
betterwithaddons:cherrybox:1, Cherrywood Drying Unit
betterwithaddons:shoji:0, Shoji
betterwithaddons:fusuma:0, Fusuma
betterwithaddons:tatami:0, Tatami Mat
betterwithaddons:wet_soap:0, Block of Wet Soap
betterwithaddons:chandelier:0, Chandelier
betterwithaddons:paper_wall:0, Paper Wall
betterwithaddons:wrought_bars:0, Wrought Iron Bars
betterwithaddons:wood_lamp:0, Wooden Lantern
betterwithaddons:wrought_lamp:0, Wrought Iron Lantern
betterwithaddons:pavement:0, Pavement
betterwithaddons:whitebrick:0, White Stone Bricks
betterwithaddons:whitebrick:1, Mossy White Stone Bricks
betterwithaddons:whitebrick:2, Cracked White Stone Bricks
betterwithaddons:whitebrick:3, Chiseled White Stone Bricks
betterwithaddons:bricks_stained:0, White Stained Bricks
betterwithaddons:bricks_stained:1, Orange Stained Bricks
betterwithaddons:bricks_stained:2, Magenta Stained Bricks
betterwithaddons:bricks_stained:3, Light Blue Stained Bricks
betterwithaddons:bricks_stained:4, Yellow Stained Bricks
betterwithaddons:bricks_stained:5, Lime Stained Bricks
betterwithaddons:bricks_stained:6, Pink Stained Bricks
betterwithaddons:bricks_stained:7, Gray Stained Bricks
betterwithaddons:bricks_stained:8, Light Gray Stained Bricks
betterwithaddons:bricks_stained:9, Cyan Stained Bricks
betterwithaddons:bricks_stained:10, Purple Stained Bricks
betterwithaddons:bricks_stained:11, Blue Stained Bricks
betterwithaddons:bricks_stained:12, Brown Stained Bricks
betterwithaddons:bricks_stained:13, Green Stained Bricks
betterwithaddons:bricks_stained:14, Red Stained Bricks
betterwithaddons:bricks_stained:15, Black Stained Bricks
betterwithaddons:unbaked:0, Oven Ready Melon Pie
betterwithaddons:unbaked:1, Oven Ready Meat Pie
betterwithaddons:unbaked:2, Oven Ready Mushroom Pie
betterwithaddons:unbaked:3, Oven Ready Mushroom Pie
betterwithaddons:adobe:0, Wet Adobe
betterwithaddons:adobe:1, Wet Adobe
betterwithaddons:adobe:2, Wet Adobe
betterwithaddons:adobe:3, Wet Adobe
betterwithaddons:adobe:4, Wet Adobe
betterwithaddons:adobe:5, Wet Adobe
betterwithaddons:adobe:6, Wet Adobe
betterwithaddons:adobe:7, Wet Adobe
betterwithaddons:adobe:8, Dried Adobe
betterwithaddons:adobe:9, Dried Adobe
betterwithaddons:adobe:10, Dried Adobe
betterwithaddons:adobe:11, Dried Adobe
betterwithaddons:adobe:12, Dried Adobe
betterwithaddons:adobe:13, Dried Adobe
betterwithaddons:adobe:14, Dried Adobe
betterwithaddons:adobe:15, Dried Adobe
betterwithaddons:ecksie_sapling:0, Ecksie Sapling
betterwithaddons:ecksie_sapling:1, Ecksie Sapling
betterwithaddons:ecksie_sapling:2, Ecksie Sapling
betterwithaddons:ecksie_sapling:3, Ecksie Sapling
betterwithaddons:ecksie_sapling:4, Ecksie Sapling
betterwithaddons:ecksie_sapling:5, Ecksie Sapling
betterwithaddons:ecksie_sapling:6, Ecksie Sapling
betterwithaddons:ecksie_sapling:7, Ecksie Sapling
betterwithaddons:ecksie_sapling:8, Ecksie Sapling
betterwithaddons:inverted_gearbox:0, Clutchbox
betterwithaddons:iron_spade, Iron Spade
betterwithaddons:iron_matchpick, Iron Matchpick
betterwithaddons:iron_machete, Iron Machete
betterwithaddons:iron_kukri, Iron Kukri
betterwithaddons:iron_carpentersaw, Iron Carpenter Saw
betterwithaddons:iron_masonpick, Iron Mason Pick
betterwithaddons:gold_spade, Golden Spade
betterwithaddons:gold_matchpick, Golden Matchpick
betterwithaddons:gold_machete, Golden Machete
betterwithaddons:gold_kukri, Golden Kukri
betterwithaddons:gold_carpentersaw, Golden Carpenter Saw
betterwithaddons:gold_masonpick, Golden Mason Pick
betterwithaddons:diamond_spade, Diamond Spade
betterwithaddons:diamond_matchpick, Diamond Matchpick
betterwithaddons:diamond_machete, Diamond Machete
betterwithaddons:diamond_kukri, Diamond Kukri
betterwithaddons:diamond_carpentersaw, Diamond Carpenter Saw
betterwithaddons:diamond_masonpick, Diamond Mason Pick
betterwithaddons:steel_spade, Refined Spade
betterwithaddons:steel_matchpick, Refined Matchpick
betterwithaddons:steel_machete, Refined Machete
betterwithaddons:steel_kukri, Refined Kukri
betterwithaddons:steel_carpentersaw, Refined Carpenter Saw
betterwithaddons:steel_masonpick, Refined Mason Pick
betterwithaddons:material:0, Greatarrow Head
betterwithaddons:material:1, Midori
betterwithaddons:material:2, Popped Midori
betterwithaddons:material:3, Thorn Rose
betterwithaddons:material:4, Stone Brick
betterwithaddons:material:5, Bone Ingot
betterwithaddons:material:6, Magma Cream Verus
betterwithaddons:worldshard, World Scale Shard
betterwithaddons:greatbow, Greatbow
betterwithaddons:greatarrow, Greatarrow
betterwithaddons:monument, Monument
betterwithaddons:food_mushroom_baked, Baked Mushroom
betterwithaddons:food_amanita_baked, Baked Mushroom
betterwithaddons:food_beetroot_cooked, Cooked Beetroot
betterwithaddons:food_beetroot_baked, Baked Beetroot
betterwithaddons:food_carrot_cooked, Cooked Carrot
betterwithaddons:food_carrot_baked, Baked Carrot
betterwithaddons:food_potato_cooked, Cooked Potato
betterwithaddons:food_egg_cooked, Cooked Egg
betterwithaddons:food_meatballs, Meatballs
betterwithaddons:food_ground_meat, Ground Meat
betterwithaddons:food_pie_mushroom, Mushroom Pie
betterwithaddons:food_pie_amanita, Mushroom Pie
betterwithaddons:food_pie_meat, Meat Pie
betterwithaddons:food_pie_melon, Melon Pie
betterwithaddons:food_clownfish_cooked, Cooked Clownfish
betterwithaddons:food_pufferfish_baked, Cooked Pufferfish
betterwithaddons:food_pufferfish_prepared, Fugu
betterwithaddons:food_pufferfish_cooked, Cooked Fugu
betterwithaddons:food_fugu_sac, Fugu Sac
betterwithaddons:food_sashimi, Sashimi
betterwithaddons:food_mulberry, Mulberry
betterwithaddons:food_cooked_rice, Cooked Rice
betterwithaddons:food_bowl_rice, Bowl of Rice
betterwithaddons:laxative, Laxative
betterwithaddons:soulsand_pile, Pile of Soul Sand
betterwithaddons:rotten_food, Rotten Food
betterwithaddons:wool:0, White Fleece
betterwithaddons:wool:1, Orange Fleece
betterwithaddons:wool:2, Magenta Fleece
betterwithaddons:wool:3, Light Blue Fleece
betterwithaddons:wool:4, Yellow Fleece
betterwithaddons:wool:5, Lime Fleece
betterwithaddons:wool:6, Pink Fleece
betterwithaddons:wool:7, Gray Fleece
betterwithaddons:wool:8, Light Gray Fleece
betterwithaddons:wool:9, Cyan Fleece
betterwithaddons:wool:10, Purple Fleece
betterwithaddons:wool:11, Blue Fleece
betterwithaddons:wool:12, Brown Fleece
betterwithaddons:wool:13, Green Fleece
betterwithaddons:wool:14, Red Fleece
betterwithaddons:wool:15, Black Fleece
betterwithaddons:salt:0, Salt Cluster
betterwithaddons:artifact_frame, Artifact Display
betterwithaddons:tool_shard, Shards of %s
betterwithaddons:brick_stained:0, White Stained Brick
betterwithaddons:brick_stained:1, Orange Stained Brick
betterwithaddons:brick_stained:2, Magenta Stained Brick
betterwithaddons:brick_stained:3, Light Blue Stained Brick
betterwithaddons:brick_stained:4, Yellow Stained Brick
betterwithaddons:brick_stained:5, Lime Stained Brick
betterwithaddons:brick_stained:6, Pink Stained Brick
betterwithaddons:brick_stained:7, Gray Stained Brick
betterwithaddons:brick_stained:8, Light Gray Stained Brick
betterwithaddons:brick_stained:9, Cyan Stained Brick
betterwithaddons:brick_stained:10, Purple Stained Brick
betterwithaddons:brick_stained:11, Blue Stained Brick
betterwithaddons:brick_stained:12, Brown Stained Brick
betterwithaddons:brick_stained:13, Green Stained Brick
betterwithaddons:brick_stained:14, Red Stained Brick
betterwithaddons:brick_stained:15, Black Stained Brick
betterwithaddons:shinai, Shinai
betterwithaddons:katana, Katana
betterwithaddons:wakizashi, Wakizashi
betterwithaddons:tanto, Tanto
betterwithaddons:yumi, Yumi
betterwithaddons:ya, Ya
betterwithaddons:ancestry_bottle, Bottle of Japanese Ancestry
